永新 yongxin 101240607
定南 dingnan 101240715
常德 changde 101250601
新晃 xinhuang 101251209
万年 monian 101240306
蓝山 lanshan 101251408
冷湖 lenghu 101150207
涟水 lianshui 101190905
内乡 neixiang 101180706
昌吉 changji 101130401
巩义 gongyi 101180102
梁平 liangping 101042300
罗平 luoping 101290407
土默特左旗 tumotezuoqi 101080102
库伦旗 kulunqi 101080507
石阡 danqian 101260608
桐柏 tongbai 101180712
麦盖提 maigedi 101130904
茶卡 chaka 101150714
上高 shanggao 101240505
肇源 zhaoyuan 101050904
楚雄 chuxiong 101290801
塔河 tahe 101050702
信阳 xinyang 101180601
宁化 ninghua 101230802
长葛 zhangge 101180404
察隅 chayu 101140404
太原 taiyuan 101100101
潜山 qianshan 101220604
原平 yuanping 101101015
新港 xingang 101340904
泸定 luding 101271803
澜沧 lancang 101290904
惠农 huinong 101170202
江川 jiangchuan 101290703
德惠 dehui 101060103
汕头 shantou 101280501
武强 wuqiang 101090804
台江 taijiang 101260510
翁源 wengyuan 101280204
聊城 liaocheng 101121701
福海 fuhai 101131407
新都 xindu 101270103
赵县 zhaoxian 101090113
金沙 jinsha 101260703
青阳 qingyang 101221703
钦州 qinzhou 101301101
板栏 banlan 101301404
汤原 tangyuan 101050402
奈曼旗 naimanqi 101080508
通山 tongshan 101200706
平塘 pingtang 101260409
肇东 zhaodong 101050502
福贡 fugong 101291203
夏县 xiaxian 101100812
云梦 yunmeng 101200403
马龙 malong 101290405
平顺 pingshun 101100506
永昌 yongchang 101160602
信丰 xinfeng 101240706
济宁 jining 101120701
基隆 jilong None
泗洪 sihong 101191304
宁县 ningxian 101160407
田林 tianlin 101301012
来凤 laifeng 101201007
城口 chengkou 101041600
单县 danxian 101121009
招远 zhaoyuan 101120506
瑞安 ruian 101210705
宜城 yicheng 101200205
伊犁 yili None
潼南 tongnan 101042100
承德县 chengdexian 101090403
屯溪 tunxi 101221003
阳曲 yangqu 101100103
青神 qingshen 101271506
锦州 jinzhou 101070701
昌化 changhua 101210106
榆次 yuci 101100402
松滋 songzi 101200807
成山头 chengshantou 101121305
大兴安岭 daxinganling 101050701
翁牛特旗 wengniuteqi 101080609
绍兴 shaoxing 101210501
松溪 songxi 101230908
新兴 xinxing 101281403
鄞县 yinxian 101210409
周村 zhoucun 101120305
剑川 jianchuan 101290209
桦川 huachuan 101050404
麻城 macheng 101200503
太和 taihe 101220806
仙游 xianyou 101230402
蓬莱 penglai 101120504
梅河口 meihekou 101060502
舞钢 wugang 101180506
淮阳 huaiyang 101181404
淮阴 huaiyin 101190907
海伦 hailun 101050504
建瓯 jianou 101230910
亳州 bozhou 101220901
温县 wenxian 101181107
澧县 lixian 101250605
班戈 bange 101140604
三穗 sansui 101260509
鄢陵 yanling 101180402
邢台 xingtai 101090901
余江 yujiang 101241102
阜城 fucheng 101090809
南川 nanchuan 101040400
镇安 zhenan 101110605
利辛 lixin 101220903
潮连岛 chaoliandao 101120203
鹤庆 heqing 101290211
依安 yian 101050206
简阳 jianyang 101271304
滦县 luanxian 101090504
阆中 langzhong 101270507
惠东 huidong 101280304
巴雅尔吐胡硕 bayaertuhushuo 101080511
云澳 yunao 101280505
峨山 eshan 101290708
贵定 guiding 101260402
平罗 pingluo 101170203
星子 xingzi 101240209
辛集 xinji 101090114
尉氏 weishi 101180803
株洲县 zhuzhouxian 101250304
新野 xinye 101180709
凤山 fengshan 101301208
赤城 chicheng 101090313
绥宁 suining 101250906
淇县 qixian 101181203
铁卜加 tiebojia 101150105
沭阳 shuyang 101191302
雷州 leizhou 101281003
宣威 xuanwei 101290409
阳春 yangchun 101281802
江孜 jiangzi 101140206
乳源 ruyuan 101280202
分宜 fenyi 101241002
新源 xinyuan 101131006
临邑 linyi 101120403
马祖 mazu 101230106
呼伦贝尔 hulunbeier None
丰宁 fengning 101090408
榆社 yushe 101100403
喀喇沁旗 kalaqinqi 101080611
汉沽 hangu 101030800
黎城 licheng 101100502
括苍山 kuocangshan 101210602
岳普湖 yuepuhu 101130909
阿里 eli 101140701
泸州 luzhou 101271001
东乡 dongxiang 101240411
轮台 luntai 101130602
涉县 shexian 101091006
平度 pingdu 101120208
大同 datong 101100201
陇南 longnan None
齐河 qihe 101120405
兴县 xingxian 101101103
任县 renxian 101090918
鄯善 shanshan 101130504
沙雅 shaya 101130806
安化 anhua 101250704
庆元 qingyuan 101210807
雷山 leishan 101260512
铜仁 tongren 101260601
丹阳 danyang 101190302
索县 suoxian 101140606
拜泉 baiquan 101050207
阜阳 fuyang 101220801
东丰 dongfeng 101060702
凉山 liangshan 101271601
东丽 dongli 101030400
沁水 qinshui 101100602
东港 donggang 101340202
诺木洪 nuomuhong 101150711
上饶 shangrao 101240301
小二沟 xiaoergou 101081002
甘泉 ganquan 101110308
尚义 shangyi 101090306
丽水 lishui 101210801
驻马店 zhumadian 101181601
海丰 haifeng 101282102
信都 xindu 101300705
商城 shangcheng 101180609
松潘 songpan 101271905
巴林右旗 balinyouqi 101080606
甘洛 ganluo 101271616
新邵 xinshao 101250904
陇县 longxian 101110911
台北县 taibeixian 101340101
海渊 haiyuan 101300208
莱西 laixi 101120207
嘉荫 jiayin 101050805
石门 danmen 101250607
吴旗 wuqi 101110312
海东 haidong 101150201
阿勒泰 eletai 101131401
锦屏 jinbing 101260515
封开 fengkai 101280907
新郑 xinzheng 101180106
北流 beiliu 101300903
乌拉特后旗 wulatehouqi 101080807
阳朔 yangshuo 101300510
江安 jiangan 101271105
宁明 ningming 101300207
江宁 jiangning 101190104
朔州 shuozhou 101100901
正安 zhengan 101260211
若尔盖 ruoerge 101271912
宜阳 yiyang 101180904
安县 anxian 101270404
池州 chizhou 101221701
正宁 zhengning 101160406
赣榆 ganyu 101191003
襄阳 xiangyang 101200202
北海 beihai 101301301
正定 zhengding 101090103
南岳 nanyue 101250409
新竹市 xinzhushi 101340602
当雄 dangxiong 101140102
双阳 shuangyang 101060106
新化 xinhua 101250805
潼关 tongguan 101110503
天水 tianshui 101160901
恩平 enping 101281105
乐都 ledu 101150202
宁陕 ningshan 101110710
汤阴 tangyin 101180202
利津 lijin 101121204
自贡 zigong 101270301
云浮 yunfu 101281401
东海 donghai 101191002
峰峰 fengfeng 101091002
扎赉特旗 zalaiteqi 101081105
凤庆 fengqing 101291105
丽江 lijiang 101291401
北京 beijing 101010100
新巴尔虎左旗 xinbaerhuzuoqi 101081008
大佘太 dashetai 101080805
炎陵 yanling 101250306
宁陵 ningling 101181007
定陶 dingtao 101121005
建阳 jianyang 101230907
两当 liangdang 101161009
巧家 qiaojia 101291006
柘城 zhecheng 101181006
唐海 tanghai 101090509
乾县 qianxian 101110207
玉树 yushu 101150601
永署礁 yongshujiao 101310219
徽县 huixian 101161008
龙胜 longsheng 101300503
邗江 hanjiang 101190606
天池 tianchi 101130109
达日 dari 101150504
昭通 zhaotong 101291001
海淀 haidian 101010200
城固 chenggu 101110806
酒泉 jiuquan 101160801
宁阳 ningyang 101120806
张北 zhangbei 101090303
香格里拉 xianggelila 101291301
吕泗渔场 lvsiyuchang 101190506
盂县 yuxian 101100302
太白 taibai 101110909
汕尾 shanwei 101282101
伊通 yitong 101060405
汾西 fenxi 101100709
迁安 qianan 101090511
临猗 linyi 101100802
天河 tianhe 101280106
陆川 luchuan 101300905
惠水 huishui 101260406
一八五团 yibawutuan 101131403
缙云 jinyun 101210804
马站 mazhan 101120911
陵县 lingxian 101120404
松江 songjiang 101060310
湟中 huangzhong 101150104
河间 hejian 101090714
武威 wuwei 101160501
广昌 guangchang 101240402
鹤岗 hegang 101051201
宁国 ningguo 101221404
银川 yinchuan 101170101
会同 kuaitong 101251206
格尔木 geermu 101150702
武穴 wuxue 101200509
永胜 yongsheng 101291402
会理 kuaili 101271606
万宁 moning 101310215
曲沃 quwo 101100702
兴文 xingwen 101271110
灯塔 dengta 101071003
罗定 luoding 101281402
鹤峰 hefeng 101201006
顺昌 shunchang 101230902
昆山 kunshan 101190404
万山 moshan 101260604
光山 guangshan 101180604
舞阳 wuyang 101181503
宝坻 baodi 101030300
富源 fuyuan 101290404
济源 jiyuan 101181801
兰溪 lanxi 101210903
句容 jurong 101190304
红原 hongyuan 101271913
丰镇 fengzhen 101080412
榆树 yushu 101060105
大新 daxin 101300205
汉源 hanyuan 101271704
秭归 zigui 101200903
大方 dafang 101260705
兰西 lanxi 101050507
思茅 simao 101290901
辽中 liaozhong 101070103
海洋岛 haiyangdao 101070209
武宣 wuxuan 101300405
于田 yutian 101131307
平鲁 pinglu 101100902
天津 tianjin 101030100
方城 fangcheng 101180703
奉新 fengxin 101240507
武定 wuding 101290807
常宁 changning 101250406
武宁 wuning 101240204
南平 nanping 101230901
北辰 beichen 101030600
武安 wuan 101091016
大厂 dachang 101090607
新城子 xinchengzi 101070108
泾阳 jingyang 101110205
吉林 jilin 101060201
江夏 jiangxia 101200105
集宁 jining 101080401
中心站 zhongxinzhan 101150107
集安 jian 101060505
鄂州 ezhou 101200301
魏山 weishan 101290208
蓟县 jixian 101031400
怀来 huailai 101090311
阳新 yangxin 101200603
徐州 xuzhou 101190801
榆中 yuzhong 101160104
慈溪 cixi 101210403
叙永 xuyong 101271005
巢湖 chaohu 101221601
歙县 xixian 101221006
凤翔 fengxiang 101110906
威县 weixian 101090913
卓资 zhuozi 101080402
唐河 tanghe 101180710
望谟 wangmo 101260905
宁城 ningcheng 101080613
丁青 dingqing 101140502
杭锦后旗 hangjinhouqi 101080810
长春 zhangchun 101060101
青铜峡 qingtongxia 101170306
古田 gutian 101230302
太仆寺旗 taipusiqi 101080911
双城 shuangcheng 101050102
巫溪 wuxi 101041800
蔡家湖 caijiahu 101130102
法库 faku 101070105
汉中 hanzhong 101110801
昌邑 changyi 101120606
额济纳旗 ejinaqi 101081203
武夷山 wuyishan 101230905
合川 hechuan 101040300
东沟 donggou 101070604
望江 wangjiang 101220607
宜君 yijun 101111003
淅川 xichuan 101180708
沁源 qinyuan 101100510
大武 dawu 101340203
灌阳 guanyang 101300509
怀柔 huairou 101010500
清水 qingshui 101160903
昌都 changdu 101140501
波密 bomi 101140402
大柴旦 dachaidan 101150713
沧州 cangzhou 101090701
平山 pingshan 101090111
博山 boshan 101120303
南康 nankang 101240704
蒙山 mengshan 101300605
呈贡 chenggong 101290108
邕宁 yongning 101300103
岢岚 kelan 101101013
马坡岭 mapoling 101250104
南充 nanchong 101270501
朝阳 zhaoyang 101010300
平原 pingyuan 101120408
加查 jiacha 101140304
台儿庄 taierzhuang 101121404
山阴 shanyin 101100903
新县 xinxian 101180605
清远 qingyuan 101281301
紫金 zijin 101281202
台北市 taibeishi 101340102
枣庄 zaozhuang 101121401
龙井 longjing 101060307
莲花 lianhua 101240902
镶黄旗 xianghuangqi 101080912
肥东 feidong 101220103
江陵 jiangling 101200802
麻黄山 mahuangshan 101170305
十三间房气象站 shisanjianfangqixiangzhan 101130106
惠民 huimin 101121105
昭平 zhaoping 101300702
桂平 guiping 101300802
千阳 qianyang 101110903
青田 qingtian 101210805
新竹县 xinzhuxian 101340601
遂昌 suichang 101210802
广河 guanghe 101161104
兰考 lankao 101180805
汪清 wangqing 101060304
正阳 zhengyang 101181610
绵竹 mianzhu 101272005
蒲城 pucheng 101110507
大名 daming 101091005
白日乌拉 bairiwula 101080918
得荣 derong 101271818
宜宾 yibin 101271101
江阴 jiangyin 101190202
钟山 zhongshan 101300704
郓城 yuncheng 101121003
罗田 luotian 101200504
邵阳县 shaoyangxian 101250910
汤河口 tanghekou 101011800
罗甸 luodian 101260408
丹寨 danzhai 101260508
浠水 xishui 101200506
榆林 yulin 101110401
石炭井 dantanjing 101170205
子长 zizhang 101110303
武川 wuchuan 101080107
嘉义 jiayi 101340901
涡阳 woyang 101220902
岑巩 cengong 101260502
永丰 yongfeng 101240606
民乐 minle 101160703
永清 yongqing 101090603
老河口 laohekou 101200206
龙游 longyou 101211004
都匀 duyun 101260401
三门峡 sanmenxia 101181701
陵川 lingchuan 101100604
民丰 minfeng 101131306
托里 tuoli 101131105
东莞 dongguan 101281601
四会 sikuai 101280903
沿河 yanhe 101260609
藁城 gaocheng 101090115
潞江坝 lujiangba 101291502
阜宁 funing 101190704
晴隆 qinglong 101260902
公安 gongan 101200803
靖江 jingjiang 101191205
玛曲 maqu 101161206
奇台 jitai 101130406
泊头 botou 101090711
丹江口 danjiangkou 101201107
安康 ankang 101110701
嵩明 songming 101290110
澄海 chenghai 101280503
保靖 baojing 101251502
交口 jiaokou 101101108
辉南 huinan 101060504
图里河 tulihe 101081016
孤家子 gujiazi 101060406
硕龙 shuolong 101300110
西沙 xisha 101310217
大庆 daqing 101050901
门源 menyuan 101150802
裕民 yumin 101131102
彰武 zhangwu 101070902
万安 moan 101240609
宜章 yizhang 101250504
龙泉驿 longquanyi 101270102
金昌 jinchang 101160601
托托河 tuotuohe 101150602
永修 yongxiu 101240206
拉孜 lazi 101140202
芮城 ruicheng 101100811
肃宁 suning 101090706
会宁 kuaining 101161303
宁夏 ningxia None
成县 chengxian 101161002
石屏 danbing 101290302
昌平 changping 101010700
长兴 zhangxing 101210202
乌伊岭 wuyiling 101050802
丰城 fengcheng 101240510
南通 nantong 101190501
绥阳 suiyang 101260204
柯坪 keping 101130808
馆陶 guantao 101091013
祁门 qimen 101221004
科尔沁右翼中旗 keerqinyouyizhongqi 101081103
蓬溪 pengxi 101270702
山西 shanxi None
丰顺 fengshun 101280406
博克图 boketu 101080916
溆浦 xupu 101251211
铅山 qianshan 101240311
石岛 dandao 101121306
苍梧 cangwu 101300604
石台 dantai 101221705
巴楚 bachu 101130908
梓潼 zitong 101270405
都江堰 dujiangyan 101270111
江城 jiangcheng 101290907
南郑 nanzheng 101110810
扬州 yangzhou 101190601
承德市 chengdeshi 101090401
密山 mishan 101051103
盘县 panxian 101260804
敦化 dunhua 101060302
建始 jianshi 101201003
柳河 liuhe 101060503
南部 nanbu 101270502
曲阜 qufu 101120710
平利 pingli 101110707
澳门 aomen 101330101
荆门 jingmen 101201401
南澳 nanao 101280504
成安 chengan 101091004
禄丰 lufeng 101290808
广西 guangxi None
淮安 huaian 101190901
易县 yixian 101090212
甘肃 gansu None
枝江 zhijiang 101200910
比如 biru 101140607
玉林 yulin 101300901
漠河 mohe 101050703
镇雄 zhenxiong 101291004
美姑 meigu 101271618
博乐 bole 101131601
焉耆 yanqi 101130607
明光 mingguang 101221103
安徽 anhui None
辉县 huixian 101180304
马鬃山 mazongshan 101160804
昌黎 changli 101091103
景洪 jinghong 101291601
岫岩 xiuyan 101070303
浦北 pubei 101301102
正镶白旗 zhengxiangbaiqi 101080913
普格 puge 101271609
章党 zhangdang 101070404
碌曲 luqu 101161207
清丰 qingfeng 101181304
阿鲁科尔沁旗 elukeerqinqi 101080603
南华 nanhua 101290806
寻甸 xundian 101290104
乌拉盖 wulage 101080917
桂林农试站 guilinnongshizhan 101300502
波阳 boyang 101240302
海力素 hailisu 101080808
隆昌 longchang 101271205
岳西 yuexi 101220608
夹江 jiajiang 101271404
普兰店 pulandian 101070204
赤峰郊区站 chifengjiaoquzhan 101080602
龙泉 longquan 101210803
马尔康 maerkang 101271910
澄迈 chengmai 101310204
舍伯吐 shebaitu 101080502
红柳河 hongliuhe 101130505
平凉 pingliang 101160301
南澎岛 nanpengdao 101280506
永泰 yongtai 101230107
农安 nongan 101060102
蓝田 lantian 101110104
湘潭 xiangtan 101250201
郫县 pixian 101270107
清涧 qingjian 101110412
石楼 danlou 101101106
迭部 diebu 101161205
邱县 qiuxian 101091010
燕尾港 yanweigang 101191007
林西 linxi 101080607
漯河 luohe 101181501
和林格尔 helingeer 101080104
孟州 mengzhou 101181108
乐山 leshan 101271401
罗城 luocheng 101301206
新龙 xinlong 101271809
清流 qingliu 101230803
尖扎 jianza 101150302
桐乡 tongxiang 101210304
莫索湾 mosuowan 101130303
东乌珠穆沁旗 dongwuzhumuqinqi 101080909
邢台县浆水 xingtaixianjiangshui 101090903
重庆 zhongqing 101040100
东至 dongzhi 101221702
南召 nanzhao 101180702
文登 wendeng 101121302
闽清 minqing 101230102
祁阳 qiyang 101251402
宁冈 ninggang 101240613
郯城 tancheng 101120906
墨竹贡卡 mozhugongka 101140104
都兰 dulan 101150710
邱北 qiubei 101290606
五大连池 wudalianchi 101050605
桓台 huantai 101120307
果洛 guoluo 101150501
龙江 longjiang 101050203
潢川 huangchuan 101180607
长武 zhangwu 101110209
灵武 lingwu 101170103
桦南 huanan 101050405
安岳 anyue 101271302
东山 dongshan 101230608
肥西 feixi 101220104
吐鲁番东坎 tulupandongkan 101130503
武陟 wuzhi 101181103
南县 nanxian 101250702
礼泉 liquan 101110202
偃师 yanshi 101180908
承德 chengde 101090402
日照 rizhao 101121501
四子王旗 siziwangqi 101080411
册亨 ceheng 101260908
凤县 fengxian 101110910
无锡 wuxi 101190201
潮州 chaozhou 101281501
闽侯 minhou 101230103
鄂尔多斯 eerduosi 101080701
台南 tainan 101340301
郸城 dancheng 101181408
上犹 shangyou 101240703
原阳 yuanyang 101180303
三门 sanmen 101210604
拐子湖 guaizihu 101081204
靖边 jingbian 101110406
济南 jinan 101120101
伊川 yichuan 101180906
诸暨 zhuji 101210502
通渭 tongwei 101160202
石家庄 danjiazhuang 101090101
保德 baode 101101011
泸县 luxian 101271003
乌鲁木齐牧试站 wulumuqimushizhan 101130108
德格 dege 101271810
靖远 jingyuan 101161302
凤台 fengtai 101220402
新干 xingan 101240604
新平 xinping 101290706
太华山 taihuashan 101290113
霍州 huozhou 101100711
辽源 liaoyuan 101060701
齐齐哈尔 qiqihaer 101050201
湘乡 xiangxiang 101250203
安庆 anqing 101220601
大观 daguan 101291010
武城 wucheng 101120402
芒康 mangkang 101140506
双峰 shuangfeng 101250802
绿葱坡 lucongpo 101201009
隆林 longlin 101301008
盱眙 xuyi 101190903
崇州 chongzhou 101270114
万盛 mocheng 101040600
西丰 xifeng 101071104
方山 fangshan 101101107
温岭 wenling 101210607
和政 hezheng 101161105
勃利 boli 101051002
防城港 fangchenggang 101301401
墨江 mojiang 101290906
盘锦 panjin 101071301
崇左 chongzuo 101300201
江门 jiangmen 101281101
当涂 dangtu 101220502
资兴 zixing 101250507
砚山 yanshan 101290605
庐山 lushan 101240203
定安 dingan 101310209
宁安 ningan 101050306
新绛 xinjiang 101100806
陇川 longchuan 101291503
黄梅 huangmei 101200508
柏乡 baixiang 101090905
沙塘 shatang 101300303
讷河 nehe 101050202
衡水 hengshui 101090801
连城 liancheng 101230703
阿克陶 eketao 101131503
托勒 tuole 101150805
西乡 xixiang 101110807
巴盟农试站 bamengnongshizhan 101080811
永济 yongji 101100810
宣城 xuancheng 101221401
桃园 taoyuan 101340501
新建 xinjian 101240102
永靖 yongjing 101161103
建宁 jianning 101230806
赤壁 chibi 101200702
固原 guyuan 101170401
大勐龙 damenglong 101291602
平潭海峡大桥 pingtanhaixiadaqiao 101230112
微山 weishan 101120703
吴桥 wuqiao 101090708
敦煌 dunhuang 101160808
龙海 longhai 101230605
宾县 binxian 101050105
贵南 guinan 101150407
南沙岛 nanshadao 101310220
盐池 yanchi 101170303
锡林郭勒盟 xilinguolemeng None
延长 yanzhang 101110301
武邑 wuyi 101090803
清河 qinghe 101090914
合阳 heyang 101110509
蒲县 puxian 101100708
朱日和 zhurihe 101080908
海林 hailin 101050302
文安 wenan 101090606
胶南 jiaonan 101120206
扶远 fuyuan 101050403
万全 moquan 101090310
巴林左旗 balinzuoqi 101080605
蒙城 mengcheng 101220904
米林 milin 101140403
那坡 napo 101301002
邯郸 handan 101091001
武都 wudu 101161001
莎车 shaju 101130905
恒春 hengchun 101340204
浮山 fushan 101100715
呼中 huzhong 101050705
桐梓 tongzi 101260207
花莲 hualian 101341001
六盘水 lupanshui 101260801
牙克石 yakedan 101081011
八里罕 balihan 101080612
湘西 xiangxi None
鲁甸 ludian 101291002
绥化 suihua 101050501
香日德 xiangride 101150715
攸县 youxian 101250302
屯昌 tunchang 101310210
玉屏 yubing 101260603
温宿 wensu 101130803
大丰 dafeng 101190708
镇原 zhenyuan 101160408
深泽 shenze 101090108
广水 guangshui 101201302
石首 danshou 101200804
陈家镇 chenjiazhen 101021101
临夏 linxia 101161101
廊坊 langfang 101090601
大港 dagang 101031200
黎平 liping 101260513
巴彦诺尔贡 bayannuoergong 101081209
阿里山 elishan 101340902
泾川 jingchuan 101160302
昌宁 changning 101290505
酉阳 youyang 101043400
察布查尔 chabuchaer 101131002
介休 jiexiu 101100412
扶余 fuyu 101060805
德保 debao 101301004
运城 yuncheng 101100801
襄樊 xiangfan 101200201
华亭 huating 101160305
平坝 pingba 101260304
长海 zhanghai 101070206
宽甸 kuandian 101070603
平台 pingtai 101031300
乌鞘岭 wuqiaoling 101160504
呼图壁 hutubi 101130402
什邡 shifang 101272004
诏安 zhaoan 101230607
吉兰太 jilantai 101081205
惠州 huizhou 101280301
吉水 jishui 101240603
西林 xilin 101301009
贺州 hezhou 101300701
广汉 guanghan 101272003
普洱 puer 101290905
丹徒 dantu 101190305
青冈 qinggang 101050508
资阳 ziyang 101271301
长治 zhangzhi 101100501
黄龙 huanglong 101110311
湛江 zhanjiang 101281001
